school,total_enrollment,year,asian,black,hispanic,white,other,poverty
Pioneer Academy,934,2017-18,21,7,889,14,3,909
Corona Arts & Sciences Academy,100,2013-14,6,0,92,2,0,98
Corona Arts & Sciences Academy,212,2014-15,7,2,201,2,0,208
Corona Arts & Sciences Academy,305,2015-16,13,2,287,3,0,296
Corona Arts & Sciences Academy,537,2016-17,12,5,517,3,0,523
Corona Arts & Sciences Academy,733,2017-18,15,8,705,3,2,714
P.S. 330,381,2013-14,38,7,317,6,13,361
P.S. 330,572,2014-15,51,14,499,6,2,546
P.S. 330,644,2015-16,59,16,559,8,2,620
P.S. 330,572,2016-17,50,20,494,6,2,544
P.S. 330,590,2017-18,53,21,505,7,4,551
Mosaic Pre-K Center,967,2015-16,175,7,698,84,3,837
Mosaic Pre-K Center,911,2016-17,205,2,624,76,4,590
Mosaic Pre-K Center,924,2017-18,192,20,646,56,10,656
The Children's Lab School,135,2014-15,27,3,90,15,0,114
The Children's Lab School,215,2015-16,61,1,125,26,2,167
The Children's Lab School,304,2016-17,89,1,177,35,2,250
The Children's Lab School,368,2017-18,111,0,207,47,3,304
Newtown High School,2074,2013-14,531,181,1253,82,27,1504
Newtown High School,1921,2014-15,462,160,1180,82,37,1403
Newtown High School,1961,2015-16,453,185,1201,86,36,1411
Newtown High School,1892,2016-17,455,164,1141,103,29,1415
Newtown High School,1921,2017-18,509,143,1118,108,43,1522
Grover Cleveland High School,1869,2013-14,173,97,1202,380,17,1400
Grover Cleveland High School,1828,2014-15,176,80,1203,346,23,1307
Grover Cleveland High School,1731,2015-16,167,91,1118,328,27,1216
Grover Cleveland High School,1798,2016-17,167,109,1158,332,32,1261
Grover Cleveland High School,1775,2017-18,173,98,1131,336,37,1269
Middle College High School at LaGuardia Community,495,2013-14,37,27,391,38,2,285
Middle College High School at LaGuardia Community,514,2014-15,44,24,408,36,2,274
Middle College High School at LaGuardia Community,513,2015-16,46,27,400,37,3,280
Middle College High School at LaGuardia Community,507,2016-17,45,21,398,39,4,264
Middle College High School at LaGuardia Community,510,2017-18,47,13,396,49,5,354
International High School at LaGuardia Community C,503,2013-14,206,15,225,56,1,278
International High School at LaGuardia Community C,509,2014-15,200,13,229,66,1,265
International High School at LaGuardia Community C,518,2015-16,180,10,255,71,2,272
International High School at LaGuardia Community C,530,2016-17,154,13,295,64,4,249
International High School at LaGuardia Community C,527,2017-18,140,12,307,63,5,358
High School for Arts and Business,887,2013-14,79,68,697,29,14,536
High School for Arts and Business,870,2014-15,87,65,667,39,12,506
High School for Arts and Business,823,2015-16,79,75,634,31,4,459
High School for Arts and Business,804,2016-17,66,73,610,47,8,456
High School for Arts and Business,812,2017-18,70,64,620,44,14,574
"Robert F. Wagner, Jr. Secondary School for Arts an",631,2013-14,131,42,377,77,4,500
"Robert F. Wagner, Jr. Secondary School for Arts an",610,2014-15,128,31,363,83,5,494
"Robert F. Wagner, Jr. Secondary School for Arts an",623,2015-16,135,30,378,75,5,501
"Robert F. Wagner, Jr. Secondary School for Arts an",635,2016-17,143,30,374,81,7,500
"Robert F. Wagner, Jr. Secondary School for Arts an",665,2017-18,158,29,367,102,9,512
Maspeth High School,751,2013-14,124,21,344,259,3,527
Maspeth High School,973,2014-15,170,19,431,351,2,676
Maspeth High School,1001,2015-16,174,20,432,360,15,678
Maspeth High School,1046,2016-17,187,15,439,360,45,724
Maspeth High School,1196,2017-18,211,16,515,382,72,758
Queens Vocational and Technical High School,1514,2013-14,157,89,1152,113,3,1287
Queens Vocational and Technical High School,1553,2014-15,187,90,1157,116,3,1303
Queens Vocational and Technical High School,1575,2015-16,175,89,1187,110,14,1294
Queens Vocational and Technical High School,1544,2016-17,159,71,1203,101,10,1265
Queens Vocational and Technical High School,1546,2017-18,173,74,1208,89,2,1311
Aviation Career & Technical Education High School,2231,2013-14,650,137,1151,243,50,1166
Aviation Career & Technical Education High School,2168,2014-15,668,135,1067,237,61,1103
Aviation Career & Technical Education High School,2148,2015-16,677,121,1027,238,85,1044
Aviation Career & Technical Education High School,2114,2016-17,725,108,967,217,97,1003
Aviation Career & Technical Education High School,2084,2017-18,762,91,938,206,87,1311
VOYAGES Preparatory,216,2013-14,24,47,133,12,0,157
VOYAGES Preparatory,224,2014-15,18,43,154,9,0,157
VOYAGES Preparatory,226,2015-16,21,41,150,13,1,163
VOYAGES Preparatory,251,2016-17,23,47,168,12,1,181
VOYAGES Preparatory,271,2017-18,23,42,188,16,2,200
The 51 Avenue Academy (The Path To Academic Excell,524,2013-14,327,2,188,7,0,480
The 51 Avenue Academy (The Path To Academic Excell,542,2014-15,345,3,181,13,0,497
The 51 Avenue Academy (The Path To Academic Excell,482,2015-16,287,5,181,8,1,439
The 51 Avenue Academy (The Path To Academic Excell,460,2016-17,289,2,165,3,1,409
The 51 Avenue Academy (The Path To Academic Excell,438,2017-18,266,1,163,5,3,376
P.S. 020 John Bowne,1435,2013-14,1079,46,280,26,4,1352
P.S. 020 John Bowne,1406,2014-15,1047,50,273,28,8,1309
P.S. 020 John Bowne,1382,2015-16,1041,48,265,19,9,1299
P.S. 020 John Bowne,1366,2016-17,1041,49,248,18,10,1284
P.S. 020 John Bowne,1314,2017-18,965,58,256,21,14,1227
P.S. 021 Edward Hart,1352,2013-14,794,17,397,135,9,1022
P.S. 021 Edward Hart,1357,2014-15,822,17,389,115,14,1042
P.S. 021 Edward Hart,1367,2015-16,852,16,394,89,16,1058
P.S. 021 Edward Hart,1406,2016-17,873,15,413,91,14,1109
P.S. 021 Edward Hart,1425,2017-18,887,17,420,84,17,1114
P.S. 022 Thomas Jefferson,812,2013-14,482,8,283,26,13,726
P.S. 022 Thomas Jefferson,816,2014-15,468,7,301,31,9,723
P.S. 022 Thomas Jefferson,853,2015-16,510,4,303,28,8,759
P.S. 022 Thomas Jefferson,892,2016-17,541,7,305,28,11,796
P.S. 022 Thomas Jefferson,921,2017-18,570,5,304,30,12,839
P.S. 024 Andrew Jackson,934,2013-14,780,31,97,19,7,534
P.S. 024 Andrew Jackson,976,2014-15,822,32,97,19,6,518
P.S. 024 Andrew Jackson,1029,2015-16,872,28,104,15,10,497
P.S. 024 Andrew Jackson,990,2016-17,845,23,100,15,7,456
P.S. 024 Andrew Jackson,992,2017-18,849,22,99,11,11,694
I.S. 025 Adrien Block,780,2013-14,388,18,174,195,5,485
I.S. 025 Adrien Block,799,2014-15,398,9,182,203,7,501
I.S. 025 Adrien Block,856,2015-16,428,10,202,206,10,509
I.S. 025 Adrien Block,957,2016-17,485,17,230,214,11,505
I.S. 025 Adrien Block,1028,2017-18,547,26,246,200,9,598
P.S. 029 Queens,770,2013-14,220,23,427,99,1,668
P.S. 029 Queens,808,2014-15,228,19,453,107,1,703
P.S. 029 Queens,769,2015-16,220,16,440,92,1,685
P.S. 029 Queens,717,2016-17,212,12,415,75,3,625
P.S. 029 Queens,728,2017-18,201,5,448,71,3,639
P.S. 032 State Street,947,2013-14,637,8,176,113,13,609
P.S. 032 State Street,948,2014-15,637,10,173,111,17,597
P.S. 032 State Street,964,2015-16,636,9,186,114,19,596
P.S. 032 State Street,974,2016-17,659,10,177,106,22,580
P.S. 032 State Street,980,2017-18,688,8,163,97,24,663
P.S. 079 Francis Lewis,975,2013-14,401,6,187,367,14,496
P.S. 079 Francis Lewis,1017,2014-15,441,6,199,358,13,532
P.S. 079 Francis Lewis,1065,2015-16,472,9,214,355,15,556
P.S. 079 Francis Lewis,1095,2016-17,534,8,214,328,11,590
P.S. 079 Francis Lewis,1136,2017-18,588,6,218,313,11,603
P.S. 107 Thomas A Dooley,969,2013-14,482,23,300,154,10,672
P.S. 107 Thomas A Dooley,966,2014-15,495,14,304,145,8,696
P.S. 107 Thomas A Dooley,989,2015-16,509,14,318,142,6,732
P.S. 107 Thomas A Dooley,963,2016-17,523,8,312,114,6,695
P.S. 107 Thomas A Dooley,970,2017-18,534,12,313,103,8,740
P.S. 120 Queens,973,2013-14,797,6,150,20,0,599
P.S. 120 Queens,1035,2014-15,851,9,155,20,0,588
P.S. 120 Queens,1056,2015-16,874,7,156,17,2,545
P.S. 120 Queens,1077,2016-17,914,4,149,7,3,487
P.S. 120 Queens,1034,2017-18,872,5,144,7,6,771
P.S. 129 Patricia Larkin,1087,2013-14,314,21,568,177,7,832
P.S. 129 Patricia Larkin,1104,2014-15,361,14,556,164,9,843
P.S. 129 Patricia Larkin,1130,2015-16,353,17,575,172,13,882
P.S. 129 Patricia Larkin,1146,2016-17,369,21,583,162,11,894
P.S. 129 Patricia Larkin,1094,2017-18,364,20,572,126,12,852
P.S. 130,349,2013-14,172,17,52,100,8,111
P.S. 130,373,2014-15,202,20,53,89,9,137
P.S. 130,374,2015-16,200,12,67,87,8,155
P.S. 130,357,2016-17,196,9,60,81,11,142
P.S. 130,397,2017-18,221,15,76,75,10,189
P.S. 154 Queens,703,2013-14,396,67,137,93,10,563
P.S. 154 Queens,739,2014-15,418,64,156,90,11,612
P.S. 154 Queens,736,2015-16,402,56,166,97,15,609
P.S. 154 Queens,706,2016-17,387,63,156,84,16,590
P.S. 154 Queens,673,2017-18,362,62,156,76,17,555
P.S. 163 Flushing Heights,614,2013-14,483,20,91,18,2,481
P.S. 163 Flushing Heights,631,2014-15,492,22,97,16,4,492
P.S. 163 Flushing Heights,643,2015-16,511,18,99,12,3,513
P.S. 163 Flushing Heights,681,2016-17,564,13,87,11,6,555
P.S. 163 Flushing Heights,804,2017-18,646,13,118,13,14,650
P.S. 164 Queens Valley,620,2013-14,192,45,154,225,4,478
P.S. 164 Queens Valley,641,2014-15,198,41,166,231,5,489
P.S. 164 Queens Valley,663,2015-16,191,38,172,255,7,506
P.S. 164 Queens Valley,695,2016-17,203,37,184,263,8,535
P.S. 164 Queens Valley,693,2017-18,220,33,188,240,12,509
P.S. 165 Edith K. Bergtraum,754,2013-14,393,91,145,115,10,555
P.S. 165 Edith K. Bergtraum,737,2014-15,403,83,145,101,5,525
P.S. 165 Edith K. Bergtraum,749,2015-16,415,91,144,90,9,538
P.S. 165 Edith K. Bergtraum,758,2016-17,412,90,144,98,14,553
P.S. 165 Edith K. Bergtraum,767,2017-18,429,82,144,97,15,557
P.S. 169 Bay Terrace,396,2013-14,120,14,74,179,9,148
P.S. 169 Bay Terrace,398,2014-15,125,14,80,172,7,152
P.S. 169 Bay Terrace,423,2015-16,144,19,86,168,6,140
P.S. 169 Bay Terrace,439,2016-17,149,22,93,169,6,153
P.S. 169 Bay Terrace,445,2017-18,158,23,97,156,11,147
P.S. 184 Flushing Manor,507,2013-14,172,3,69,254,9,240
P.S. 184 Flushing Manor,516,2014-15,172,2,73,259,10,248
P.S. 184 Flushing Manor,521,2015-16,195,0,76,240,10,239
P.S. 184 Flushing Manor,516,2016-17,209,0,66,229,12,225
P.S. 184 Flushing Manor,514,2017-18,228,0,68,208,10,240
J.H.S. 185 Edward Bleeker,1520,2013-14,813,95,394,209,9,1146
J.H.S. 185 Edward Bleeker,1523,2014-15,822,64,444,183,10,1152
J.H.S. 185 Edward Bleeker,1538,2015-16,841,55,441,190,11,1167
J.H.S. 185 Edward Bleeker,1508,2016-17,826,36,448,186,12,1154
J.H.S. 185 Edward Bleeker,1521,2017-18,847,40,453,171,10,1166
J.H.S. 189 Daniel Carter Beard,746,2013-14,508,26,186,24,2,484
J.H.S. 189 Daniel Carter Beard,692,2014-15,482,20,171,17,2,424
J.H.S. 189 Daniel Carter Beard,701,2015-16,483,23,173,18,4,392
J.H.S. 189 Daniel Carter Beard,722,2016-17,483,20,195,19,5,364
J.H.S. 189 Daniel Carter Beard,771,2017-18,509,23,212,23,4,595
P.S. 193 Alfred J. Kennedy,500,2013-14,112,4,91,288,5,199
P.S. 193 Alfred J. Kennedy,534,2014-15,120,5,103,300,6,202
P.S. 193 Alfred J. Kennedy,550,2015-16,130,4,111,298,7,219
P.S. 193 Alfred J. Kennedy,571,2016-17,135,5,102,321,8,220
P.S. 193 Alfred J. Kennedy,587,2017-18,123,4,105,344,11,220
J.H.S. 194 William Carr,1041,2013-14,351,14,313,360,3,636
J.H.S. 194 William Carr,1079,2014-15,353,20,336,363,7,688
J.H.S. 194 William Carr,1108,2015-16,391,18,325,365,9,616
J.H.S. 194 William Carr,1185,2016-17,429,23,360,359,14,675
J.H.S. 194 William Carr,1241,2017-18,479,16,389,344,13,738
P.S./M.S. 200 - The Pomonok School & STAR Academy,464,2013-14,66,117,193,80,8,346
P.S./M.S. 200 - The Pomonok School & STAR Academy,472,2014-15,64,103,218,79,8,350
P.S./M.S. 200 - The Pomonok School & STAR Academy,488,2015-16,65,112,225,76,10,351
P.S./M.S. 200 - The Pomonok School & STAR Academy,485,2016-17,71,104,224,75,11,342
P.S./M.S. 200 - The Pomonok School & STAR Academy,522,2017-18,77,113,245,75,12,377
P.S. 201 The Discovery School for Inquiry and Rese,473,2013-14,92,199,154,21,7,328
P.S. 201 The Discovery School for Inquiry and Rese,500,2014-15,87,220,173,15,5,340
P.S. 201 The Discovery School for Inquiry and Rese,511,2015-16,93,207,186,18,7,335
P.S. 201 The Discovery School for Inquiry and Rese,522,2016-17,110,204,181,17,10,328
P.S. 201 The Discovery School for Inquiry and Rese,482,2017-18,80,187,187,17,11,348
P.S. 209 Clearview Gardens,627,2013-14,231,3,120,252,21,217
P.S. 209 Clearview Gardens,618,2014-15,239,5,103,252,19,214
P.S. 209 Clearview Gardens,580,2015-16,235,4,96,226,19,213
P.S. 209 Clearview Gardens,620,2016-17,274,7,104,217,18,225
M.S. 158 Marie Curie,1120,2013-14,706,41,152,221,0,641
P.S. 209 Clearview Gardens,580,2017-18,268,3,91,203,15,233
P.S. 214 Cadwallader Colden,475,2013-14,286,28,133,22,6,374
P.S. 214 Cadwallader Colden,538,2014-15,337,29,141,23,8,418
P.S. 214 Cadwallader Colden,564,2015-16,369,30,138,19,8,451
P.S. 214 Cadwallader Colden,551,2016-17,374,28,121,17,11,436
P.S. 214 Cadwallader Colden,529,2017-18,366,32,106,14,11,420
P.S. 219 Paul Klapper,613,2013-14,244,75,194,98,2,471
P.S. 219 Paul Klapper,649,2014-15,262,66,217,102,2,487
P.S. 219 Paul Klapper,679,2015-16,298,58,214,107,2,508
P.S. 219 Paul Klapper,672,2016-17,319,50,196,103,4,500
P.S. 219 Paul Klapper,642,2017-18,310,45,183,97,7,472
I.S. 237,1224,2013-14,862,82,238,33,9,1069
I.S. 237,1184,2014-15,858,89,208,22,7,1025
I.S. 237,1240,2015-16,903,92,216,20,9,1072
I.S. 237,1339,2016-17,987,89,232,22,9,1027
I.S. 237,1368,2017-18,1021,81,230,26,10,1153
Veritas Academy,124,2013-14,21,18,65,11,9,92
Veritas Academy,275,2014-15,55,39,143,35,3,214
Veritas Academy,410,2015-16,72,57,214,50,17,309
Veritas Academy,547,2016-17,104,71,280,67,25,423
Veritas Academy,558,2017-18,87,70,323,55,23,421
Queens High School for Language Studies,70,2013-14,47,6,15,1,1,65
Queens High School for Language Studies,205,2014-15,126,19,49,4,7,177
Queens High School for Language Studies,297,2015-16,183,29,73,5,7,262
Queens High School for Language Studies,399,2016-17,242,39,100,9,9,336
Queens High School for Language Studies,427,2017-18,251,39,116,11,10,342
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,409,2013-14,304,18,57,17,13,308
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,402,2014-15,297,15,64,18,8,297
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,381,2015-16,283,11,58,20,9,276
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,388,2016-17,289,17,53,23,6,272
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,392,2017-18,299,14,58,18,3,253
The Active Learning Elementary School,428,2013-14,367,4,33,17,7,342
The Active Learning Elementary School,440,2014-15,384,6,31,13,6,348
The Active Learning Elementary School,452,2015-16,390,8,35,14,5,361
The Active Learning Elementary School,461,2016-17,398,9,36,11,7,368
The Active Learning Elementary School,456,2017-18,392,7,38,12,7,360
I.S. 250 The Robert F. Kennedy Community Middle Sc,329,2013-14,85,91,99,47,7,281
I.S. 250 The Robert F. Kennedy Community Middle Sc,380,2014-15,107,109,102,50,12,308
I.S. 250 The Robert F. Kennedy Community Middle Sc,379,2015-16,125,106,95,41,12,287
I.S. 250 The Robert F. Kennedy Community Middle Sc,398,2016-17,129,109,105,43,12,328
I.S. 250 The Robert F. Kennedy Community Middle Sc,399,2017-18,143,93,109,39,15,328
"Queens School of Inquiry, The",590,2013-14,228,97,149,107,9,337
"Queens School of Inquiry, The",557,2014-15,219,94,133,101,10,335
"Queens School of Inquiry, The",553,2015-16,219,92,128,99,15,331
"Queens School of Inquiry, The",575,2016-17,231,92,140,98,14,361
"Queens School of Inquiry, The",576,2017-18,235,93,139,98,11,344
Flushing International High School,412,2013-14,242,10,145,11,4,401
Flushing International High School,437,2014-15,243,11,169,11,3,413
Flushing International High School,442,2015-16,250,10,169,9,4,406
Flushing International High School,454,2016-17,239,5,192,14,4,405
Flushing International High School,442,2017-18,210,4,206,17,5,385
East-West School of International Studies,643,2013-14,428,79,103,27,6,536
East-West School of International Studies,666,2014-15,455,73,95,34,9,565
East-West School of International Studies,681,2015-16,455,68,120,29,9,566
East-West School of International Studies,685,2016-17,451,67,122,34,11,560
East-West School of International Studies,649,2017-18,437,54,122,30,6,560
World Journalism Preparatory: A College Board Scho,609,2013-14,103,38,136,321,11,296
World Journalism Preparatory: A College Board Scho,610,2014-15,102,38,150,312,8,305
World Journalism Preparatory: A College Board Scho,597,2015-16,108,32,156,301,0,280
World Journalism Preparatory: A College Board Scho,566,2016-17,94,25,178,264,5,306
World Journalism Preparatory: A College Board Scho,567,2017-18,85,21,202,248,11,320
BELL Academy,367,2013-14,123,17,78,149,0,178
BELL Academy,369,2014-15,115,13,88,152,1,167
BELL Academy,367,2015-16,125,15,100,125,2,185
BELL Academy,369,2016-17,124,18,109,115,3,195
BELL Academy,375,2017-18,116,19,117,117,6,181
District 25 PRE-K Center,102,2016-17,40,1,53,7,1,39
District 25 PRE-K Center,181,2017-18,64,1,103,10,3,101
John Bowne High School,3722,2013-14,1150,709,1638,177,48,2728
John Bowne High School,3667,2014-15,1079,677,1684,165,62,2758
John Bowne High School,3566,2015-16,980,667,1671,179,69,2610
John Bowne High School,3571,2016-17,1054,651,1614,174,78,2678
John Bowne High School,3601,2017-18,1053,670,1602,192,84,2693
Flushing High School,2499,2013-14,511,649,1232,87,20,1798
Flushing High School,2186,2014-15,442,512,1128,78,26,1628
Flushing High School,1812,2015-16,339,402,986,63,22,1243
Flushing High School,1759,2016-17,297,365,1003,58,36,1229
Flushing High School,1692,2017-18,285,345,973,50,39,1256
P.S. 018 Winchester,636,2014-15,476,63,62,30,5,352
"The Queens College School for Math, Science and Te",506,2013-14,239,147,67,42,11,264
"The Queens College School for Math, Science and Te",504,2014-15,249,131,66,44,14,261
"The Queens College School for Math, Science and Te",485,2015-16,255,109,59,48,14,249
"The Queens College School for Math, Science and Te",479,2016-17,253,107,65,39,15,250
"The Queens College School for Math, Science and Te",506,2017-18,274,106,65,41,20,253
Townsend Harris High School,1151,2013-14,669,69,145,254,14,586
Townsend Harris High School,1132,2014-15,662,70,131,247,22,606
Townsend Harris High School,1133,2015-16,663,64,138,247,21,623
Townsend Harris High School,1110,2016-17,644,60,127,234,45,599
Townsend Harris High School,1141,2017-18,662,59,123,231,66,625
Queens Academy High School,362,2013-14,41,145,154,20,2,272
Queens Academy High School,428,2014-15,53,159,169,37,10,292
Queens Academy High School,446,2015-16,55,166,183,31,11,286
Queens Academy High School,435,2016-17,42,168,185,24,16,272
Queens Academy High School,371,2017-18,41,141,158,18,13,252
Robert F. Kennedy Community High School,685,2013-14,218,80,243,140,4,565
Robert F. Kennedy Community High School,701,2014-15,220,89,250,128,14,565
Robert F. Kennedy Community High School,720,2015-16,241,80,262,123,14,560
Robert F. Kennedy Community High School,730,2016-17,246,81,276,105,22,580
Robert F. Kennedy Community High School,756,2017-18,273,96,264,101,22,608
North Queens Community High School,203,2013-14,26,71,78,27,1,125
North Queens Community High School,205,2014-15,24,76,73,31,1,147
North Queens Community High School,210,2015-16,26,79,78,24,3,150
North Queens Community High School,218,2016-17,26,90,75,19,8,135
North Queens Community High School,207,2017-18,18,87,78,20,4,148
P.S. 018 Winchester,642,2013-14,468,60,73,35,6,339
P.S. 018 Winchester,658,2015-16,475,63,71,39,10,392
P.S. 018 Winchester,649,2016-17,444,67,83,44,11,388
P.S. 018 Winchester,617,2017-18,412,69,87,41,8,363
P.S. 026 Rufus King,653,2013-14,421,49,113,56,14,405
P.S. 026 Rufus King,677,2014-15,422,60,108,70,17,409
P.S. 026 Rufus King,676,2015-16,415,66,109,71,15,385
P.S. 026 Rufus King,699,2016-17,428,62,113,78,18,410
P.S. 026 Rufus King,709,2017-18,446,55,114,78,16,482
P.S. 031 Bayside,524,2013-14,294,46,109,74,1,307
P.S. 031 Bayside,561,2014-15,314,48,118,79,2,323
P.S. 031 Bayside,544,2015-16,294,52,117,79,2,315
P.S. 031 Bayside,556,2016-17,320,44,112,77,3,303
P.S. 031 Bayside,551,2017-18,316,42,112,76,5,311
P.S. 041 Crocheron,560,2013-14,239,11,102,192,16,213
P.S. 041 Crocheron,533,2014-15,239,14,99,167,14,188
P.S. 041 Crocheron,521,2015-16,234,13,99,162,13,205
P.S. 041 Crocheron,510,2016-17,231,13,108,143,15,197
P.S. 041 Crocheron,486,2017-18,243,10,98,122,13,190
P.S. 046 Alley Pond,578,2013-14,333,39,84,106,16,255
P.S. 046 Alley Pond,603,2014-15,359,37,82,112,13,295
